22354-PUN,Female,62,No,Punjab,14,16,None,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,79.1999969482422,2497.19995117188,0,70,792.669982910156,3359.8701171875,Stayed,Others,Others
22357-AND,Female,49,No,Andhra Pradesh,9,13,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,6812.9501953125,0,0,2678,9490.9501953125,Stayed,Others,Others
22364-UTT,Male,57,Yes,Uttar Pradesh,14,21,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-9,4663.39990234375,0,0,2385.60009765625,7049,Stayed,Others,Others
22383-TAM,Male,29,No,Tamil Nadu,3,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2000007629395,1412.65002441406,0,0,2931.81005859375,4344.4599609375,Stayed,Others,Others
22394-UTT,Female,23,No,Uttar Pradesh,10,11,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,95.1999969482422,4563,0,80,983.710021972656,5626.7099609375,Stayed,Others,Others
22439-RAJ,Female,73,Yes,Rajasthan,4,1,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95,1120.30004882813,0,120,127.48999786377,1367.7900390625,Churned,Dissatisfaction,Product dissatisfaction
22443-UTT,Female,60,Yes,Uttar Pradesh,14,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.5499992370605,294.5,0,0,266.420013427734,560.919982910156,Stayed,Others,Others
22456-WES,Female,26,Yes,West Bengal,15,33,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.550003051758,5514.9501953125,0,0,2626.39990234375,8141.35009765625,Stayed,Others,Others
22463-JAM,Female,30,Yes,Jammu & Kashmir,10,5,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.8499984741211,4947.5498046875,0,130,2433.71997070313,7511.27001953125,Stayed,Others,Others
22506-KAR,Male,23,No,Karnataka,7,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9500007629395,1399.34997558594,0,0,495.420013427734,1894.77001953125,Stayed,Others,Others
22520-AND,Female,47,Yes,Andhra Pradesh,12,18,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-4,6230.10009765625,0,0,865.440002441406,7095.5400390625,Stayed,Others,Others
22520-TAM,Female,32,No,Tamil Nadu,9,12,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.9000015258789,44.9000015258789,0,0,41.7799987792969,86.6800003051758,Churned,Dissatisfaction,Lack of self-service on Website
22522-MAH,Female,83,No,Maharashtra,7,21,Deal 2,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.1999969482422,4481,0,0,1863.68005371094,6344.68017578125,Churned,Price,Lack of affordable download/upload speed
22533-RAJ,Female,63,No,Rajasthan,15,24,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.0999984741211,1060.19995117188,49.060001373291,0,367.559997558594,1378.69995117188,Churned,Dissatisfaction,Service dissatisfaction
22543-UTT,Female,23,Yes,Uttar Pradesh,4,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6499996185303,1335.19995117188,0,0,2211.669921875,3546.8701171875,Stayed,Others,Others
22573-TAM,Male,46,No,Tamil Nadu,9,35,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8000030517578,1442.19995117188,0,0,779.359985351563,2221.56005859375,Stayed,Others,Others
22633-KER,Female,69,No,Kerala,1,10,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.099998474121,5647.9501953125,0,0,213.720001220703,5861.669921875,Stayed,Others,Others
22635-MAH,Male,43,Yes,Maharashtra,11,19,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.4500007629395,270.200012207031,0,0,290.029998779297,560.22998046875,Stayed,Others,Others
22646-TEL,Female,46,No,Telangana,8,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6000003814697,299.399993896484,0,0,598.049987792969,897.450012207031,Stayed,Others,Others
22656-ODI,Female,34,Yes,Odisha,4,34,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.10009765625,0,0,634.840026855469,6595.93994140625,Churned,Competitor,Competitor offered more data
22660-TEL,Female,45,Yes,Telangana,0,14,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,81.9000015258789,1028.90002441406,0,0,444.339996337891,1473.23999023438,Stayed,Others,Others
22665-UTT,Female,25,Yes,Uttar Pradesh,2,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.3999996185303,1083,0,0,1526.25,2609.25,Stayed,Others,Others
22700-UTT,Female,43,Yes,Uttar Pradesh,15,1,None,No,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.5,1423.05004882813,0,0,0,1423.05004882813,Stayed,Others,Others
22701-RAJ,Female,64,Yes,Rajasthan,4,3,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,101.300003051758,1794.65002441406,0,0,136.080001831055,1930.72998046875,Stayed,Others,Others
22705-MAH,Female,36,No,Maharashtra,4,22,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.3499984741211,6563.39990234375,0,0,691.200012207031,7254.60009765625,Stayed,Others,Others
22748-HAR,Male,29,No,Haryana,6,12,None,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.25,1620.19995117188,0,0,1141.15002441406,2761.35009765625,Stayed,Others,Others
22752-MAH,Male,39,Yes,Maharashtra,0,6,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,73.9000015258789,3958.25,0,0,346.619995117188,4304.8701171875,Stayed,Others,Others
22753-KAR,Female,77,No,Karnataka,6,9,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.699996948242,3181.80004882813,0,0,1004.40002441406,4186.2001953125,Stayed,Others,Others
22755-MAH,Female,46,Yes,Maharashtra,5,33,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3000030517578,6287.2998046875,0,100,1115.41003417969,7502.7099609375,Stayed,Others,Others
22765-MAH,Female,40,Yes,Maharashtra,6,16,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4500007629395,19.4500007629395,0,0,16.4400005340576,35.8899993896484,Joined,Others,Others
22781-KAR,Male,56,No,Karnataka,13,6,Deal 4,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.3999996185303,313,0,0,529.440002441406,842.440002441406,Stayed,Others,Others
22782-ODI,Female,50,Yes,Odisha,2,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.2999992370605,54.7000007629395,0,0,30.3899993896484,85.0899963378906,Joined,Others,Others
22792-AND,Female,53,No,Andhra Pradesh,8,34,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0999984741211,701.299987792969,0,0,51.5900001525879,752.890014648438,Stayed,Others,Others
22803-GUJ,Male,22,Yes,Gujarat,7,7,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.5,4619.5498046875,0,0,1074.56994628906,5694.1201171875,Stayed,Others,Others
22828-HAR,Female,48,Yes,Haryana,10,36,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.449996948242,8375.0498046875,0,0,452.880004882813,8827.9296875,Stayed,Others,Others
22829-TAM,Female,73,No,Tamil Nadu,14,29,None,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,64.0500030517578,3886.85009765625,0,0,0,3886.85009765625,Stayed,Others,Others
22836-AND,Male,60,Yes,Andhra Pradesh,9,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9500007629395,1269.09997558594,0,0,2504.0400390625,3773.13989257813,Stayed,Others,Others
22841-TAM,Female,44,Yes,Tamil Nadu,14,9,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.25,7609.75,0,0,2595.60009765625,10205.349609375,Stayed,Others,Others
22846-HAR,Female,68,Yes,Haryana,4,21,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.25,6083.10009765625,0,0,1193.76000976563,7276.85986328125,Stayed,Others,Others
22847-GUJ,Female,84,Yes,Gujarat,14,23,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,112.400001525879,8046.85009765625,0,0,1096.56005859375,9143.41015625,Stayed,Others,Others
22899-KAR,Male,37,No,Karnataka,11,14,Deal 5,Yes,No,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,64.9499969482422,547.799987792969,0,0,247.770004272461,795.570007324219,Stayed,Others,Others
22915-MAH,Female,41,Yes,Maharashtra,10,23,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.5999984741211,3789.19995117188,0,0,0,3789.19995117188,Stayed,Others,Others
22916-AND,Female,83,Yes,Andhra Pradesh,12,17,Deal 2,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,70.0500030517578,3062.44995117188,0,0,830.700012207031,3893.14990234375,Stayed,Others,Others
22929-JAM,Female,23,No,Jammu & Kashmir,10,10,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.75,3815.39990234375,0,110,409.359985351563,4334.759765625,Stayed,Others,Others
22951-UTT,Female,43,Yes,Uttar Pradesh,7,12,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.4499969482422,2874.14990234375,0,0,1386.52001953125,4260.669921875,Churned,Price,Extra data charges
22972-MAD,Female,34,No,Madhya Pradesh,3,12,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,80.1999969482422,5714.2001953125,0,0,3536.63989257813,9250.83984375,Stayed,Others,Others
22994-TEL,Female,37,No,Telangana,4,20,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.199996948242,6936.85009765625,0,0,2787.17993164063,9724.0302734375,Stayed,Others,Others
22996-RAJ,Male,49,Yes,Rajasthan,11,18,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.699996948242,1253.90002441406,0,0,302.279998779297,1556.18005371094,Churned,Attitude,Attitude of support person
23044-AND,Female,42,No,Andhra Pradesh,4,4,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,-9,809.25,0,0,478.450012207031,1287.69995117188,Stayed,Others,Others
23048-MAH,Female,25,No,Maharashtra,8,11,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,87.25,6328.7001953125,0,0,3413.67993164063,9742.3798828125,Stayed,Others,Others
23051-KAR,Male,55,No,Karnataka,12,29,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4500007629395,1024.65002441406,0,0,1553.30004882813,2577.94995117188,Stayed,Others,Others
23053-PUN,Male,26,Yes,Punjab,2,7,None,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.8499984741211,950.75,0,0,655.349975585938,1606.09997558594,Stayed,Others,Others
23057-TAM,Male,61,No,Tamil Nadu,9,11,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56,764.549987792969,0,0,351.519989013672,1116.06994628906,Stayed,Others,Others
23059-WES,Male,48,Yes,West Bengal,5,6,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,77.9499969482422,3384,0,0,1428.83996582031,4812.83984375,Churned,Competitor,Competitor made better offer
23061-UTT,Male,22,Yes,Uttar Pradesh,10,7,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3500003814697,929.200012207031,0,0,1756.34997558594,2685.55004882813,Stayed,Others,Others
23067-ASS,Female,75,No,Assam,2,22,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4499969482422,74.4499969482422,0,10,31.2700004577637,115.720001220703,Churned,Other,Don't know
23078-UTT,Female,57,Yes,Uttar Pradesh,3,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2999992370605,20.2999992370605,0,0,6.6399998664856,26.9400005340576,Joined,Others,Others
23101-TAM,Female,63,Yes,Tamil Nadu,11,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6000003814697,967.900024414063,0,0,2420.4599609375,3388.36010742188,Stayed,Others,Others
23113-JAM,Female,65,No,Jammu & Kashmir,11,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,146.300003051758,0,0,190.199996948242,336.5,Churned,Competitor,Competitor made better offer
23132-PUN,Female,36,Yes,Punjab,0,15,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.2000007629395,52.2000007629395,0,0,34.0400009155273,86.2399978637695,Churned,Competitor,Competitor made better offer
23138-ASS,Male,46,Yes,Assam,7,29,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8999996185303,510.799987792969,0,0,179.25,690.049987792969,Stayed,Others,Others
23147-JHA,Male,39,No,Jharkhand,8,28,Deal 1,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.900001525879,7559.5498046875,0,0,500.399993896484,8059.9501953125,Stayed,Others,Others
23147-PUN,Male,24,No,Punjab,14,6,None,No,No,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4500007629395,706.849975585938,0,0,0,706.849975585938,Churned,Dissatisfaction,Network reliability
23148-CHH,Female,74,Yes,Chhattisgarh,4,9,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,44,44,0,0,28.6700000762939,72.6699981689453,Joined,Others,Others
23152-KAR,Female,59,No,Karnataka,6,36,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.4499969482422,5073.10009765625,0,0,1903.55004882813,6976.64990234375,Stayed,Others,Others
23155-WES,Female,25,No,West Bengal,10,7,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.8499984741211,4092.85009765625,0,0,1993.0400390625,6085.89013671875,Churned,Attitude,Attitude of support person
23164-TAM,Male,45,Yes,Tamil Nadu,2,22,Deal 4,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.8500003814697,493.399993896484,21.3199996948242,0,505.339996337891,977.419982910156,Stayed,Others,Others
23184-GUJ,Male,55,Yes,Gujarat,5,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71,71,0,0,18.8400001525879,89.8399963378906,Churned,Attitude,Attitude of support person
23211-RAJ,Female,39,Yes,Rajasthan,4,19,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.5499992370605,1750.69995117188,0,0,646.559997558594,2397.26000976563,Stayed,Others,Others
23224-MAD,Female,80,No,Madhya Pradesh,2,21,None,No,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.8499984741211,2751,0,30,0,2781,Stayed,Others,Others
23230-MAH,Male,21,Yes,Maharashtra,12,4,None,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55,55,0,0,47.2200012207031,102.220001220703,Churned,Competitor,Competitor had better devices
23237-DEL,Female,35,No,Delhi,14,22,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-8,5956.85009765625,0,0,1073.52001953125,7030.3701171875,Stayed,Others,Others
23237-UTT,Female,24,No,Uttarakhand,15,8,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,398.549987792969,24.0699996948242,0,673.549987792969,1048.03002929688,Stayed,Others,Others
23240-HAR,Male,52,Yes,Haryana,6,26,None,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,53.4500007629395,1461.44995117188,0,0,407.429992675781,1868.88000488281,Stayed,Others,Others
23249-PUN,Male,59,No,Punjab,13,12,None,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,33.1500015258789,444.75,0,0,0,444.75,Stayed,Others,Others
23255-KAR,Female,25,No,Karnataka,15,23,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Credit Card,71.0500030517578,1524.84997558594,16.9099998474121,140,364.350006103516,2012.2900390625,Stayed,Others,Others
23256-HAR,Female,32,Yes,Haryana,10,31,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.8500003814697,52,0,0,72.0999984741211,124.099998474121,Joined,Others,Others
23279-TAM,Female,39,Yes,Tamil Nadu,2,34,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,80.75,3208.64990234375,0,0,1353.19995117188,4561.85009765625,Stayed,Others,Others
23283-TAM,Male,60,No,Tamil Nadu,9,27,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.5999984741211,1125.19995117188,0,0,360.989990234375,1486.18994140625,Stayed,Others,Others
23293-GUJ,Female,37,Yes,Gujarat,8,3,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.2000007629395,532.099975585938,0,0,150,682.099975585938,Stayed,Others,Others
23294-TAM,Female,68,Yes,Tamil Nadu,8,28,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.650001525879,6049.5,0,0,615.599975585938,6665.10009765625,Stayed,Others,Others
23313-TEL,Male,51,Yes,Telangana,3,9,Deal 5,No,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.4500007629395,226.449996948242,0,0,0,226.449996948242,Churned,Competitor,Competitor had better devices
23324-KER,Male,34,Yes,Kerala,10,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.3999996185303,1110.34997558594,0,0,1341.9599609375,2452.31005859375,Stayed,Others,Others
23332-ODI,Female,36,No,Odisha,1,17,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4499969482422,1059.55004882813,0,0,148.320007324219,1207.86999511719,Churned,Dissatisfaction,Limited range of services
23332-RAJ,Female,41,Yes,Rajasthan,6,26,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,284.350006103516,0,0,642.719970703125,927.070007324219,Stayed,Others,Others
23352-CHH,Female,21,No,Chhattisgarh,7,10,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,104.300003051758,6725.2998046875,0,70,856.049987792969,7651.35009765625,Stayed,Others,Others
23361-UTT,Female,35,Yes,Uttar Pradesh,13,28,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.5500030517578,653.900024414063,2.27999997138977,0,293.130004882813,944.75,Stayed,Others,Others
23376-TAM,Female,68,No,Tamil Nadu,3,16,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.800003051758,7308.9501953125,6.1100001335144,0,2764.30004882813,10067.1396484375,Stayed,Others,Others
23378-GUJ,Female,73,Yes,Gujarat,1,15,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9000015258789,321.75,0,0,104.919998168945,426.670013427734,Churned,Price,Lack of affordable download/upload speed
23381-RAJ,Female,61,No,Rajasthan,12,36,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.5500030517578,79.5500030517578,0,0,5.09999990463257,84.6500015258789,Churned,Price,Price too high
23402-KAR,Female,49,Yes,Karnataka,12,27,None,No,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,118.400001525879,0,0,0,118.400001525879,Stayed,Others,Others
23403-WES,Female,26,No,West Bengal,9,6,None,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,55.25,3119.89990234375,0,0,2563.55004882813,5683.4501953125,Stayed,Others,Others
23436-TEL,Male,69,Yes,Telangana,9,11,Deal 5,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.4500007629395,35.4500007629395,0,0,0,35.4500007629395,Churned,Dissatisfaction,Network reliability
23445-MAH,Female,46,Yes,Maharashtra,0,31,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.0499992370605,189.949996948242,0,0,0,189.949996948242,Stayed,Others,Others
23464-UTT,Female,56,No,Uttar Pradesh,15,24,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0500030517578,830.700012207031,0,0,497,1327.69995117188,Churned,Competitor,Competitor offered higher download speeds
23476-DEL,Male,28,Yes,Delhi,9,30,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8999996185303,1292.59997558594,0,0,1174.55004882813,2467.14990234375,Stayed,Others,Others
23533-GUJ,Female,43,Yes,Gujarat,7,7,Deal 3,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2000007629395,1701.65002441406,0,0,0,1701.65002441406,Stayed,Others,Others
23579-DEL,Male,47,No,Delhi,15,7,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,100.75,4669.2001953125,0,0,2243.31005859375,6912.509765625,Stayed,Others,Others
23587-JHA,Female,67,Yes,Jharkhand,1,6,Deal 4,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,106.900001525879,1364.30004882813,0,10,424.839996337891,1799.14001464844,Churned,Competitor,Competitor had better devices
23597-UTT,Male,25,Yes,Uttarakhand,11,28,Deal 2,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6500015258789,2553.35009765625,0,0,0,2553.35009765625,Stayed,Others,Others
23605-MAH,Female,31,Yes,Maharashtra,1,19,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,20.75,0,0,7.57000017166138,28.3199996948242,Joined,Others,Others
23608-GUJ,Female,65,Yes,Gujarat,14,32,Deal 2,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.5499992370605,2342.19995117188,0,0,0,2342.19995117188,Churned,Competitor,Competitor had better devices
23612-UTT,Female,41,No,Uttar Pradesh,3,1,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.4499969482422,5957.89990234375,0,0,1849.90002441406,7807.7998046875,Stayed,Others,Others
23615-UTT,Male,31,Yes,Uttar Pradesh,14,3,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,94.9000015258789,4615.25,0,0,1891.75,6507,Stayed,Others,Others
23632-HAR,Female,37,Yes,Haryana,2,16,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97.0999984741211,184.149993896484,0,0,78.6999969482422,262.850006103516,Joined,Others,Others
23671-TAM,Male,26,Yes,Tamil Nadu,7,35,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1499996185303,117.949996948242,0,0,16.8500003814697,134.800003051758,Stayed,Others,Others
23679-TEL,Male,23,Yes,Telangana,4,11,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.5999984741211,2901.80004882813,0,0,1551.68005371094,4453.47998046875,Stayed,Others,Others
23683-TEL,Male,26,No,Telangana,10,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25,0,0,42.9599990844727,63.2099990844727,Joined,Others,Others
